0.000000000000000000e+00,0.000000000000000000e+00
2.707703869415510611e-03,1.000000000000000021e-03
1.283433244316705205e-02,2.000000000000000042e-03
1.236939220085390631e-02,3.000000000000000062e-03
2.379611207018265256e-02,4.000000000000000083e-03
2.420414766163537373e-02,5.000000000000000104e-03
2.590271017531083422e-02,6.000000000000000125e-03
3.083890285837957018e-02,7.000000000000000146e-03
1.085713772824703494e-02,8.000000000000000167e-03
1.004496293427669003e-02,9.000000000000001055e-03
1.037483394778527385e-02,1.000000000000000021e-02
1.393517209239288068e-02,1.099999999999999936e-02
1.376834426598721670e-02,1.200000000000000025e-02
1.333158115120302439e-02,1.300000000000000114e-02
3.227953976732643102e-03,1.400000000000000029e-02
2.600845306524558406e-03,1.499999999999999944e-02
2.989270954517906156e-03,1.600000000000000033e-02
2.636042367662524890e-03,1.700000000000000122e-02
2.756928069027592305e-03,1.800000000000000211e-02
3.413248011843035903e-03,1.899999999999999953e-02
2.808631945644022090e-03,2.000000000000000042e-02
6.445864804270500827e-03,2.100000000000000130e-02
3.362415499475952026e-03,2.199999999999999872e-02
2.609044825188407656e-03,2.299999999999999961e-02
2.797918809492112163e-03,2.400000000000000050e-02
-2.997966915788737724e-04,2.500000000000000139e-02
-9.297186482790919257e-04,2.600000000000000228e-02
-1.518292403100310155e-03,2.699999999999999969e-02
-1.726678634676748376e-03,2.800000000000000058e-02
-2.364752809742486084e-03,2.900000000000000147e-02
-4.025347151384502456e-03,2.999999999999999889e-02
-3.823096642819638884e-03,3.099999999999999978e-02
-1.802758538746831226e-03,3.200000000000000067e-02
6.842039236127117272e-03,3.300000000000000155e-02
7.589941593654578843e-03,3.400000000000000244e-02
5.737563875202678770e-03,3.500000000000000333e-02
6.234021487597445239e-03,3.600000000000000422e-02
3.251914992636477635e-03,3.699999999999999817e-02
2.631890842787670392e-03,3.799999999999999906e-02
2.136046988399527974e-03,3.899999999999999994e-02
2.183554498520214569e-03,4.000000000000000083e-02
2.733468334526840439e-03,4.100000000000000172e-02
5.309726273432832655e-03,4.200000000000000261e-02
5.846217662755202188e-03,4.300000000000000350e-02
6.927536726566823830e-03,4.399999999999999745e-02
1.664355882310904894e-02,4.499999999999999833e-02
1.662753286722017457e-02,4.599999999999999922e-02
1.727856410407035623e-02,4.700000000000000011e-02
1.751369493723165666e-02,4.800000000000000100e-02
1.831102670792591688e-02,4.900000000000000189e-02
1.662124215030348282e-02,5.000000000000000278e-02
1.808434137929412419e-02,5.100000000000000366e-02
1.660083429047700190e-02,5.200000000000000455e-02
1.563346109782514856e-02,5.299999999999999850e-02
1.592586402428728537e-02,5.399999999999999939e-02
1.622842217215315214e-02,5.500000000000000028e-02
1.575049749606345986e-02,5.600000000000000117e-02
1.545684863981998912e-02,5.700000000000000205e-02
1.567236445875584347e-02,5.800000000000000294e-02
1.615228525229062823e-02,5.900000000000000383e-02
1.489239025652758577e-02,5.999999999999999778e-02
1.424837567155589832e-02,6.099999999999999867e-02
1.455221715343023650e-02,6.199999999999999956e-02
1.344369832796073194e-02,6.300000000000000044e-02
1.261084006089007413e-02,6.400000000000000133e-02
3.012648785327963485e-02,6.500000000000000222e-02
3.267538083285451839e-02,6.600000000000000311e-02
2.925260608541604621e-02,6.700000000000000400e-02
2.896166714100727180e-02,6.800000000000000488e-02
3.022117309200095248e-02,6.900000000000000577e-02
3.205141675156163161e-02,7.000000000000000666e-02
3.436190490679414539e-02,7.100000000000000755e-02
3.413501730687742985e-02,7.200000000000000844e-02
4.554312809176754018e-02,7.299999999999999545e-02
4.603177617477545447e-02,7.399999999999999634e-02
4.584224411718640368e-02,7.499999999999999722e-02
4.637996752194668143e-02,7.599999999999999811e-02
4.745556789848012769e-02,7.699999999999999900e-02
4.656673701309507751e-02,7.799999999999999989e-02
4.888905098999298676e-02,7.900000000000000078e-02
4.861527151729359147e-02,8.000000000000000167e-02
4.727357617560645764e-02,8.100000000000000255e-02
3.770499939704896608e-02,8.200000000000000344e-02
3.716983012070021464e-02,8.300000000000000433e-02
3.649630009282992665e-02,8.400000000000000522e-02
3.661559932388695759e-02,8.500000000000000611e-02
3.745472402093646264e-02,8.600000000000000699e-02
3.812324155504152878e-02,8.700000000000000788e-02
3.751587601955256451e-02,8.799999999999999489e-02
3.952169618804574763e-02,8.899999999999999578e-02
3.996947422119503934e-02,8.999999999999999667e-02
3.807000210378497923e-02,9.099999999999999756e-02
4.225344880323980007e-02,9.199999999999999845e-02
4.168786894239369378e-02,9.299999999999999933e-02
4.168976239512498655e-02,9.400000000000000022e-02
4.165045567319700798e-02,9.500000000000000111e-02
4.140487639255777813e-02,9.600000000000000200e-02
4.158712995658017664e-02,9.700000000000000289e-02
4.312987764861948153e-02,9.800000000000000377e-02
4.268049275563599171e-02,9.900000000000000466e-02
4.020141591779038959e-02,1.000000000000000056e-01
4.052280036923962964e-02,1.010000000000000064e-01
4.071407794301786648e-02,1.020000000000000073e-01
4.129907726346693925e-02,1.030000000000000082e-01
4.201288297653866383e-02,1.040000000000000091e-01
4.362193965593058609e-02,1.049999999999999961e-01
4.186021346985151909e-02,1.059999999999999970e-01
4.139382116982915499e-02,1.069999999999999979e-01
4.066765263313355805e-02,1.079999999999999988e-01
3.635442056697256452e-02,1.089999999999999997e-01
3.677800227488715185e-02,1.100000000000000006e-01
4.010126716646315870e-02,1.110000000000000014e-01
4.438327021456036497e-02,1.120000000000000023e-01
4.479115358875876418e-02,1.130000000000000032e-01
4.487949649009174286e-02,1.140000000000000041e-01
5.027037558185913635e-02,1.150000000000000050e-01
5.320803531771505640e-02,1.160000000000000059e-01
5.266812838069571956e-02,1.170000000000000068e-01
5.271347472761678948e-02,1.180000000000000077e-01
5.274524541572409714e-02,1.190000000000000085e-01
5.107328320040319808e-02,1.199999999999999956e-01
5.896713446771970069e-02,1.209999999999999964e-01
5.915891545461893913e-02,1.219999999999999973e-01
5.677825406151720128e-02,1.229999999999999982e-01
5.739393250823713460e-02,1.239999999999999991e-01
4.075662354816762811e-02,1.250000000000000000e-01
4.104188485935530983e-02,1.260000000000000009e-01
4.148272780417718714e-02,1.270000000000000018e-01
-4.843772248977756129e-02,1.280000000000000027e-01
-4.843838480501198862e-02,1.290000000000000036e-01
-5.031153435909057475e-02,1.300000000000000044e-01
-5.024997830023047313e-02,1.310000000000000053e-01
-5.195804293260865986e-02,1.320000000000000062e-01
-5.239109484502014330e-02,1.330000000000000071e-01
-5.341809214433188707e-02,1.340000000000000080e-01
-5.333374996210356322e-02,1.350000000000000089e-01
-5.326819915367566466e-02,1.360000000000000098e-01
-5.357841275872780862e-02,1.370000000000000107e-01
-5.377081536295464509e-02,1.380000000000000115e-01
-6.603644674442604723e-02,1.390000000000000124e-01
-6.598739500097995647e-02,1.400000000000000133e-01
-6.506432004776395439e-02,1.410000000000000142e-01
-6.713598008723103971e-02,1.420000000000000151e-01
-6.886860061904630237e-02,1.430000000000000160e-01
-7.514584719741074226e-02,1.440000000000000169e-01
-7.559505035949450058e-02,1.449999999999999900e-01
-6.514464131915367884e-02,1.459999999999999909e-01
-6.462650139520144388e-02,1.469999999999999918e-01
-6.445062439419180222e-02,1.479999999999999927e-01
-6.456460656011876742e-02,1.489999999999999936e-01
-7.003572403163758897e-02,1.499999999999999944e-01
-7.054714745853277180e-02,1.509999999999999953e-01
-6.919452503356715578e-02,1.519999999999999962e-01
-6.744780616621259828e-02,1.529999999999999971e-01
-6.767374237081745514e-02,1.539999999999999980e-01
-6.697956559340538518e-02,1.549999999999999989e-01
-5.865998313795898339e-02,1.559999999999999998e-01
-5.857063799106239366e-02,1.570000000000000007e-01
-5.831490950536721840e-02,1.580000000000000016e-01
-6.217543492858922799e-02,1.590000000000000024e-01
-6.196318576939252587e-02,1.600000000000000033e-01
